Unique ID,Post,Labels Set
1566,"@narendramodi looted the whole country, made Adani Ambani's slave, someone else is confused, making people's lives hell, looting the people and making them beggars, pushing the country back 100 years, people are committing suicide due to unemployment Who is confusing the country more than you","defamation, hate"
1567,"With 23.9% GDP, out of the Hindu danger,
Modi ji has done a great congratulations to all hardcore Hindus","defamation, hate"
1568,"India said, skirmishes with Chinese troops in Ladakh, China responded https://t.co/yRlC7kKh47",non-hostile
1569,@AshwiniBJP: 'Anti-conversion private member in Parliament to stop the business of #conversion by honorable MP Sama Dama Dandi Bhed…,defamation
1570,"I am fine with the way I am spooning it, or should I increase my speed a little?",defamation
1571,"Even if I propose to kneel him,
fear is that he may not kick the
bastard on the chest.",offensive
1572,"A 19-year-old Hindu woman in Aligarh has alleged that people of the community held her hostage in the dargah for 14 days and converted for nikah.

There have been cases of Lavjihad-conversion even before the dargahs.

Are the dargahs a hub for illegal activities?",hate
1573,"Kangana gets Y category security, will go to Mumbai on September 9
#ATVideo #KanganaRanaut #Maharashtra #Mumbai | @MunishPandeyy @kamleshsutar https://t.co/yQV7ULMvvh",non-hostile
1574,"@iArmySupporter @RahulGandhi if your father has ever done farming, then tell me how many water is used in onion, how many times it falls, how many times pesticide is sprayed, how many times water is sprayed in potato and how many times water is used in wheat What are the names of pesticides that are put in wheat",offensive
1575,Important meeting in Ministry of Defense on China dispute https://t.co/X2KfuOvubZ,non-hostile
1576,"Modi ji will not leave thousands of kilometers of Indian land by closing the Chinese app. If you call, the whole country will be with you.
@INCIndia",non-hostile
1577,"Lucknow: History

Sheeter Durgesh Yadav murdered, daytime miscreants shot dead #Gorakhpur #DurgeshYadav #Lucknow

https://t.co/yCvdvAWRue",non-hostile
1578,"God save! At this time, the whole world and India are facing terrible problems. Corona is just now the ambush in Bengal, and then the grasshopper team attacked the farmers, it is emerging that in Uttarakhand, forest fire started in Uttarakhand for 4 days. God protect it, now don't give any more pains to animals and birds to trees. More than half of the species of birds and wildlife are in danger! Lord, get rid of these terrible troubles as soon as possible!",fake
1579,"#BiharElection: Pappu Yadav targets Nitish-Tejashwi with a single arrow, says- Meera, Manjhi or Chirag CM candidate
# BiharElections2020 @pappuyadavjapl #PappuYadav
https://t.co/EtOWIfyvQf",non-hostile
1580,"#BreakingNews: #Galwanwali #Ladakh #IndiaChinaFaceOf- 45 #PLA dead have been confirmed under official notification. But it now appears that 11 more who were in the ICU died. ""The list also contains the text in Mandarin, which roughly states,"" We express our deepest condolences to these families, and strongly Are committed to protecting the sovereignty of our country.",fake
1581,"Pyar of Nepal, Dulara of China,
Mara of Wisdom, defeated by Corona.

Devotees, your leader is such","defamation, offensive"
1582,"ITBP jawans carried the dead body for about 8 hours to the relatives
#ITBP
(@aajtakjitendra)

https://t.co/73461OuRL7",non-hostile
1583,"@SanjayAzadSln it should be investigated in Delhi riots, it got riot with his brother-in-law Tahir when he is out in jail, then how is this bsd brother in law","fake, hate, offensive"
1584,"Death of Sant Kesavanand Bharti, who gave the principle of the basic structure of the constitution,
Diks including PM Modi expressed grief #keshvanandbharti @narendramodi #Constitution
https://t.co/ikxb889RDy",non-hostile
1585,"CM Nitish first raised questions on Lalu Yadav's family feud, asked- How did Aishwarya deal with him?

@ kumarprakash4u report

https://t.co/LXIJjb86is",non-hostile
1586,@ anuragkashyap72 Bhoswadi finally showed his status. Tu Saale is number one,hate
1587,"On October 4, party president Rahul Gandhi held the hand of a female worker at a rally organized by Congress leaders in Morena, Madhya Pradesh.",fake
1588,"@adeshguptabjp @RamvirBidhuri Due to the efforts of the Home Minister, all kinds of health facilities were provided to the people of Delhi on time which has increased the rates of people recovering from Corona infection in Delhi today - State President Mr. @adeshguptabjp",non-hostile
1589,"AIIMS construction paved way in Darbhanga, green signal from expenditure finance committee of finance ministry

#Bihar #AIIMS #Darbhanga

https://t.co/VB4ltTJUZi",non-hostile
1590,"Neither I will listen to you nor I will say
anything,
I will die by selling the whole country - Modiji",defamation
1591,"Congress is the mother of tragedy in the country.

How Maharashtra is being handled… .. Mumbai slogans of Pakistan Zindabad are being raised at the station.",hate
1592,@narendramodi @netanyahu Syria India worse than Pakistan https://t.co/9kLUnpIfG4,fake
1593,"Openly read what is written in the anti-Modi circle, and understand what is the agenda of Congress and Opposition parties. If you remain happy in free electricity, then the Muslim rule will come again.",fake
1594,"Dare BJP MLA Anil Upadhyay, see what will happen to the general public when this is the condition of the police… Congratulations you live in Ramrajya. Make this video so viral that it can see the whole of India ..",defamation
1595,"#ExMLANirvendraMishra: Opposition parties attack Yogi Adityanath government over killing of former MLA in Lakhimpur Kheri
@Mayawati @yadavakhilesh @AjayLalluINC #UPCrime
#LakhimpurKheri
https://t.co/NzBAtNout1",non-hostile
1596,"Our country is very good, people here are very good, nature has given every facility in India.

But due to dirty politics in 70 years, our country remained backward. - Honorable Chief Minister Shri @ArvindKejriwal ji https://t.co/ddlBJ6LNS3",non-hostile
1597,"Through education, we have to create such students who are filled with national pride as well as a sense of world welfare and can become global citizens in the true sense.",non-hostile
1598,"The corona pandemic is not over to fight the quiver of RBI '
https://t.co/fHZZTeXh4F via @NavbharatTimes
#RBI #ShaktikantDas https://t.co/a7MvJQFhXV",non-hostile
1599,"@narendramodi is a false number. What honor to fuck such a person,
has crossed the limits of despair.","fake, offensive"
1600,"@iAnkurSingh @ manoj419_ @msisodia This is a number bogus, you will be no more sarcastic and a bastard.",offensive
1601,The relationship between Modi and India's development is as if the relationship between the sky and the land ... the two never meet.,defamation
1602,Did a Muslim cleric share the fictional Sholay-Al Jazeera screenshot?,fake
1603,"# Mumbai, Vikhroli: Captain Deepak Vasant Sathe, who lost his life during the crash landing of the plane at Kozhikode Airport in Kerala, was given the state honor at the Tagore Nagar crematorium.

#KozhikodePlaneCrash https://t.co/zDkky36gWp",non-hostile
1604,"This is why Rahul Baba is called Pappu, see the miracles of Pappu ...!",hate
1605,"For this, Rahul Gandhi has not yet tweeted even though it has happened on the night of 29.",defamation
1606,"And it felt Sixer… .. hit the same but killed Schollid @Pawankhera ji…
still the heart is Hindustani",offensive
1607,"Samastipur: After being photographed drinking alcohol in uniform, the

Surrogate was suspended. #Samastipur #Alcohol #Bihar

https://t.co/ZecTARVzd5",non-hostile
1608,"2,57,904 farmers to benefit from new cold chain projects:

16,200 farmers are likely to generate direct and indirect employment through the projects: Union Minister @HarsimratBadal_

Description: https://t.co/Iwtcyi4T8U",non-hostile
1609,"Restaurants and bars reopened in Goa from Tuesday under Unlock-4, with the Goa Hotel and Restaurant Organization welcoming the government's move saying that they hope the tourism industry will return again in November-December

# Unlock4 #Goa https: //t.co/pYresIAjhh",non-hostile
1610,"You are a foolish woman, you will be a foolish woman, Mughal's child, Rajputnio did the Jauhar, but did not let his hand rest on his soul.
This bastard should be arrested. 2 spoonfuls https://t.co/SGJ5TOZowE","defamation, hate"
1611,"Anil Ambani gets relief from Delhi High Court, ban on Insolvency process https://t.co/UtOpF88aP4 via @NavbharatTimes
#anil ambani #anilambani #Rcom #delhihighcourt https://t.co/LNXZ8EAI94",non-hostile
1612,Happy Eid to all.,non-hostile
1613,"#UttarPradesh After the promotion of IPS, Additional Superintendent of Police Kasganj Aditya Prakash Verma expressed his happiness with his family by getting a badge from him. @kasganjpolice @Uppolice @IPS_Association @UPIPSASSO #PoliceReformNow #uppinnews #policemedianews https://t.co/rESrNGSZ2d",non-hostile
1614,"Dr Vandana Tiwari, who went to a Corona screening in a village in P, died of stone pelting by Muslims.","defamation, fake"
1615,"DSP, which drives terrorists in the car, is out on bail due to not being able to present the diary even in 90 days
and the dock media has kept the public entangled in Riya and Kangana.",offensive
1616,"RT @Nattashasharrma: History will remember NDTV,

which is protecting the fourth pillar of democracy today ...","defamation, hate"
1617,"Construction work: Two agencies got work for the foundation of Patna Metro before the election of 696 crores, preparation of acquisition for 76 acres of land
https://t.co/PgWyMkNCye # BiharElections2020 #PatnaMetro @NitishKumar @yadavtejashwi https: // t. co / wIG0GQUiq7",non-hostile
1618,"#DNA: Avoid poison if you escape from Corona!
@sudhirchaudhary https://t.co/0Mj9Rq5qWk",non-hostile
1619,"RT @Rofl_RavishNDTV: I will make such an idea, put a cap and earn votes from Jummano in the name of Secular .. !!

Then what features like reservation and…",hate
1620,"UP: Lucknow Metro will run on track again from today, tokens will be sanitized, Arogya Setu app required

#Lucknow #Metro #AarogyaSetuApp

https://t.co/z7Qfvk32A7",non-hostile
1621,"The Chinar Corps of the Indian Army said that suspicious activities were observed near the LOC in Baramulla sector on 30 August. It was constantly monitored. Later, arms and ammunition were recovered from among the stones here. Terrorist activities were conducted from here. https://t.co/Uaw1s4rzOn",non-hostile
1622,"West Bengal persecuting Hindus

in Telinipara Hooghly, after clashes homes fire bans in

Home Minister Amit Shah should look at the situation

back award gang where

they shared image Rohingyaon in Bangladesh as a journalist who diaspora
some Will say",hate
1623,@aajtak know the name but it is a sin to name this traitor 😡 kamini,"hate, offensive"
1624,@ BJP4Delhi @rsprasad is the biggest bastard MP,hate
1625,"Important information: - It has just been learned that a girl was born in a hospital in village Nagelav via Pisangan district, Ajmer. The girl said at birth that every citizen of India to protect the corona virus infection that has spread in India. Applying turmeric paste (like mehndi) on your right toe nail. This will eliminate corona infection. All citizens will be safe. The doctors of the hospital were also surprised to see that the girl died at the same time. Therefore, you are requested to immediately apply this kind of paste on your right toe nail to save yourself and your family life from Corona virus infection. This is not a fake news.",fake
1626,"Death audit has been cited in relation to the deaths of the total corona positive patients. In the last 109 days, there have been a total of 1136 cases and 79 deaths in #Agra. The news of the ""death of 28 Corona patients admitted in the last 48 hours"" is untrue. https://bit.ly/3fHI6xk",fake
